replay,user,group,puzzle,ActiveTime,InactiveTime,CreateShape,RotateShape,MoveShape,ScaleShape,DeleteFigure,RotateView,Snapshots,CheckSolution,cube,pyramid,ramp,cylinder,cone,sphere
4. Match Silhouettes~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,4. Match Silhouettes,61.356627,0.0,2,0,1,0,0,6,1,1,1,1,0,0,0,0
7. Max 2 Boxes~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,7. Max 2 Boxes,24.541422,0.0,1,0,0,2,0,1,0,1,1,0,0,0,0,0
Warm Up~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,Warm Up,200.74682699999997,0.0,2,0,20,6,0,6,0,4,2,0,0,0,0,0
Pi Henge~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,Pi Henge,378.5626949999999,0.0,3,0,7,50,0,42,0,6,3,0,0,0,0,0
9. Scaling Round Objects~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,9. Scaling Round Objects,276.1340489999999,0.0,2,0,9,39,0,9,0,2,0,0,0,1,1,0
45-Degree Rotations~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations,912.9877109999996,0.0,10,130,41,67,5,26,0,5,0,0,9,0,0,1
1. One Box~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,1. One Box,102.06103,0.0,1,0,15,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,5. Removing Objects,97.75758500000002,0.0,4,0,0,0,2,15,0,2,1,2,0,0,1,0
2. Separated Boxes~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,2. Separated Boxes,68.52336000000001,30.865371,3,0,8,0,1,0,0,3,3,0,0,0,0,0
6. Stretch a Ramp~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,6. Stretch a Ramp,263.37375600000007,0.0,1,0,2,47,0,6,0,2,0,0,1,0,0,0
Pyramids are Strange~2,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange,95.67445599999999,0.0,4,4,0,1,0,1,0,1,0,4,0,0,0,0
Boxes Obscure Spheres~2,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,Boxes Obscure Spheres,45.034232,0.0,4,4,0,0,0,0,0,1,2,0,0,2,0,0
Square Cross-Sections~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,Square Cross-Sections,125.296964,0.0,5,4,2,2,2,11,0,2,0,1,1,1,1,1
Stranger Shapes~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,Stranger Shapes,174.82799299999996,0.0,2,4,7,7,0,7,0,4,0,2,0,0,0,0
Bird Fez~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,Bird Fez,284.553878,0.0,3,6,42,10,0,10,0,7,1,1,0,0,0,1
Object Limits~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,Object Limits,461.720551,0.0,1,0,1,38,0,22,0,12,1,0,0,0,0,0
Sugar Cones~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,Sugar Cones,127.41569700000001,0.0,2,16,1,0,0,5,1,1,0,0,0,0,2,0
Tall and Small~1,953ea80f89aa793f2d8a17d212646301,e6af7d42084352a39449e6d0a09b18cd,Tall and Small,367.6937540000003,0.0,2,0,13,13,0,34,0,7,1,0,0,0,0,1
More Than Meets Your Eye~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,More Than Meets Your Eye,198.62994299999997,0.0,14,20,13,8,0,1,0,1,10,0,4,0,0,0
3. Rotate a Pyramid~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,3. Rotate a Pyramid,66.903804,75.226335,1,12,2,0,0,0,0,2,0,1,0,0,0,0
Angled Silhouette~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette,45.67660299999999,0.0,3,4,1,1,0,8,0,2,1,2,0,0,0,0
8. Combine 2 Ramps~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,8. Combine 2 Ramps,96.01505700000003,0.0,2,6,6,0,0,8,0,2,0,0,2,0,0,0
4. Match Silhouettes~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,4. Match Silhouettes,21.810073999999997,65.868259,2,0,5,0,0,0,0,1,1,1,0,0,0,0
Bull Market~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Bull Market,168.63642700000005,100.046704,8,15,13,6,3,25,2,1,0,0,0,1,6,1
7. Max 2 Boxes~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,7. Max 2 Boxes,48.121239,0.0,1,0,0,2,0,0,0,1,1,0,0,0,0,0
Warm Up~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Warm Up,169.453399,0.0,2,0,10,8,0,15,0,3,2,0,0,0,0,0
Pi Henge~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Pi Henge,35.947006,0.0,3,0,4,5,0,0,0,1,3,0,0,0,0,0
9. Scaling Round Objects~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,9. Scaling Round Objects,36.354278,0.0,2,0,5,2,0,0,0,1,0,0,0,1,1,0
45-Degree Rotations~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations,62.903707,194.751241,5,8,12,0,0,2,0,1,0,0,4,0,0,1
1. One Box~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,1. One Box,13.540178,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,5. Removing Objects,68.24113600000001,0.0,5,0,0,0,2,0,0,1,1,1,0,0,3,0
2. Separated Boxes~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,2. Separated Boxes,103.97302999999998,0.0,2,0,25,0,0,0,0,3,2,0,0,0,0,0
6. Stretch a Ramp~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,6. Stretch a Ramp,39.231693,0.0,1,0,2,2,0,3,0,1,0,0,1,0,0,0
Not Bird~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Not Bird,81.265811,0.0,3,4,7,1,0,1,0,1,0,0,0,2,1,0
Few Clues~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Few Clues,313.4685939999998,54.67984,4,20,25,2,0,31,4,2,0,0,2,0,2,0
Pyramids are Strange~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange,219.99871699999997,207.97965900000003,5,14,72,15,1,1,0,2,0,5,0,0,0,0
Boxes Obscure Spheres~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Boxes Obscure Spheres,460.279113,157.39104600000002,9,4,37,0,5,51,2,8,3,0,0,3,0,3
Square Cross-Sections~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Square Cross-Sections,22.237018,120.445316,3,4,0,0,0,0,0,1,0,1,1,1,0,0
Stranger Shapes~2,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Stranger Shapes,143.11486500000007,0.0,2,4,15,6,0,9,0,4,0,2,0,0,0,0
Zzz~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Zzz,191.08948100000012,82.268838,7,18,12,1,1,3,1,2,0,0,0,4,3,0
Unnecessary~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Unnecessary,57.964881,0.0,3,4,4,0,0,0,0,1,0,0,0,1,1,1
Bird Fez~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Bird Fez,37.249235,42.012828,3,2,4,3,0,4,0,1,1,1,0,0,0,1
Ramp Up and Can It~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Ramp Up and Can It,18.487263000000002,0.0,4,0,0,0,2,0,0,1,2,0,1,1,0,0
Object Limits~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Object Limits,75.831255,0.0,1,0,1,5,0,2,0,3,1,0,0,0,0,0
Sugar Cones~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Sugar Cones,33.900997000000004,0.0,2,4,1,0,0,0,0,1,0,0,0,0,2,0
Tall and Small~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Tall and Small,362.2686729999999,40.128384,4,0,16,18,2,72,0,7,2,0,0,0,0,2
Orange Dance~1,5e186eef80240c4069112f359dadf9ef,e6af7d42084352a39449e6d0a09b18cd,Orange Dance,220.265835,199.905871,6,8,56,8,0,18,7,4,0,0,2,4,0,0
3. Rotate a Pyramid~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,3. Rotate a Pyramid,23.99827,0.0,1,5,1,0,0,0,0,1,0,1,0,0,0,0
Angled Silhouette~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette,82.453181,0.0,3,4,1,1,0,0,0,1,1,2,0,0,0,0
8. Combine 2 Ramps~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,8. Combine 2 Ramps,240.4296859999999,0.0,8,30,4,0,2,23,0,3,0,0,8,0,0,0
4. Match Silhouettes~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,4. Match Silhouettes,45.462588,0.0,3,0,2,0,0,0,0,2,1,2,0,0,0,0
7. Max 2 Boxes~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,7. Max 2 Boxes,151.762994,0.0,3,0,2,17,1,0,0,3,3,0,0,0,0,0
Warm Up~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,Warm Up,54.22411100000001,0.0,2,0,0,2,0,0,0,1,2,0,0,0,0,0
Pi Henge~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,Pi Henge,133.078674,63.614475,3,0,10,8,0,19,0,1,3,0,0,0,0,0
9. Scaling Round Objects~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,9. Scaling Round Objects,204.39059500000002,158.736425,6,0,12,19,0,11,0,3,0,0,0,2,4,0
45-Degree Rotations~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations,137.23974099999995,131.91040099999998,7,26,2,0,0,5,0,2,0,0,5,0,0,2
1. One Box~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,1. One Box,46.64083299999999,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,5. Removing Objects,117.206599,0.0,6,0,2,0,4,0,0,3,1,3,0,0,2,0
2. Separated Boxes~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,2. Separated Boxes,43.512481,0.0,3,0,3,0,0,0,0,2,3,0,0,0,0,0
6. Stretch a Ramp~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,6. Stretch a Ramp,231.311933,0.0,7,0,2,29,6,0,0,6,0,0,7,0,0,0
Square Cross-Sections~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,Square Cross-Sections,383.10499699999997,0.0,11,21,2,21,2,15,0,1,0,3,3,4,0,1
Bird Fez~1,7978544a75b7e49d6a5cfe95fe3ded56,e6af7d42084352a39449e6d0a09b18cd,Bird Fez,114.79979799999998,0.0,3,2,5,1,0,8,0,1,1,0,0,0,1,1
2. Separated Boxes~1,86d2b048783ff0715f22a20e6e259ed3,e6af7d42084352a39449e6d0a09b18cd,2. Separated Boxes,80.78815000000003,0.0,2,0,31,0,0,0,0,5,2,0,0,0,0,0
6. Stretch a Ramp~2,86d2b048783ff0715f22a20e6e259ed3,e6af7d42084352a39449e6d0a09b18cd,6. Stretch a Ramp,41.151385000000005,55.530363,1,0,0,9,0,0,0,3,0,0,1,0,0,0
7. Max 2 Boxes~1,86d2b048783ff0715f22a20e6e259ed3,e6af7d42084352a39449e6d0a09b18cd,7. Max 2 Boxes,17.629974,0.0,1,0,0,2,0,0,0,1,1,0,0,0,0,0
3. Rotate a Pyramid~1,86d2b048783ff0715f22a20e6e259ed3,e6af7d42084352a39449e6d0a09b18cd,3. Rotate a Pyramid,49.10817800000001,64.041342,1,11,0,0,0,0,0,3,0,1,0,0,0,0
Sugar Cones~1,86d2b048783ff0715f22a20e6e259ed3,e6af7d42084352a39449e6d0a09b18cd,Sugar Cones,108.576403,0.0,2,4,1,0,0,1,2,5,0,0,0,0,2,0
4. Match Silhouettes~1,86d2b048783ff0715f22a20e6e259ed3,e6af7d42084352a39449e6d0a09b18cd,4. Match Silhouettes,23.433377000000004,0.0,2,0,1,0,0,4,0,1,1,1,0,0,0,0
1. One Box~1,86d2b048783ff0715f22a20e6e259ed3,e6af7d42084352a39449e6d0a09b18cd,1. One Box,10.02975,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,86d2b048783ff0715f22a20e6e259ed3,e6af7d42084352a39449e6d0a09b18cd,5. Removing Objects,91.255387,0.0,5,0,0,0,1,5,4,1,1,2,0,0,2,0
More Than Meets Your Eye~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,More Than Meets Your Eye,281.742135,0.0,13,12,24,20,1,13,0,1,9,0,4,0,0,0
3. Rotate a Pyramid~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,3. Rotate a Pyramid,42.564517,0.0,1,3,0,0,0,0,0,2,0,1,0,0,0,0
Angled Silhouette~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette,28.227831,54.130264,4,4,0,0,0,1,0,1,2,2,0,0,0,0
8. Combine 2 Ramps~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,8. Combine 2 Ramps,36.698084,0.0,2,4,11,0,0,0,0,1,0,0,2,0,0,0
4. Match Silhouettes~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,4. Match Silhouettes,51.365215,32.713566,2,0,17,0,0,3,0,1,1,1,0,0,0,0
Bull Market~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Bull Market,418.0221009999998,0.0,7,11,29,1,2,48,3,5,0,0,0,0,6,1
7. Max 2 Boxes~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,7. Max 2 Boxes,17.014789999999998,0.0,1,0,0,4,0,0,0,1,1,0,0,0,0,0
Warm Up~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Warm Up,32.178636,0.0,2,0,2,2,0,0,0,1,2,0,0,0,0,0
Pi Henge~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Pi Henge,181.23443600000007,0.0,5,0,15,17,2,1,0,4,3,0,0,2,0,0
9. Scaling Round Objects~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,9. Scaling Round Objects,193.37667399999998,59.318907,2,0,9,28,0,1,0,6,0,0,0,1,1,0
45-Degree Rotations~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations,67.40301099999999,0.0,5,16,0,0,0,0,0,1,0,0,4,0,0,1
1. One Box~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,1. One Box,30.899077000000002,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,5. Removing Objects,74.617271,0.0,4,0,1,0,2,1,0,3,1,2,0,0,1,0
2. Separated Boxes~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,2. Separated Boxes,15.507233000000001,0.0,2,0,1,0,0,0,0,1,2,0,0,0,0,0
6. Stretch a Ramp~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,6. Stretch a Ramp,82.98336399999998,0.0,1,0,0,27,0,2,0,2,0,0,1,0,0,0
Not Bird~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Not Bird,121.49726699999998,0.0,6,8,9,2,0,5,0,3,1,0,0,2,2,1
Few Clues~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Few Clues,447.1917670000002,0.0,7,22,56,4,3,25,15,6,0,1,3,0,3,0
Pyramids are Strange~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange,104.22425399999997,0.0,4,18,0,1,0,1,0,4,0,4,0,0,0,0
Boxes Obscure Spheres~2,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Boxes Obscure Spheres,51.994296,0.0,4,6,0,0,0,0,0,1,1,0,0,2,0,1
Square Cross-Sections~2,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Square Cross-Sections,27.860433999999998,0.0,3,6,0,0,0,0,0,1,0,1,1,1,0,0
Stranger Shapes~3,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Stranger Shapes,277.4839269999998,0.0,4,29,5,13,0,3,9,4,0,4,0,0,0,0
Zzz~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Zzz,74.34818599999998,0.0,4,12,0,0,0,1,0,2,0,0,0,2,2,0
Unnecessary~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Unnecessary,247.66194399999992,0.0,8,8,20,1,3,18,2,4,0,1,0,4,1,2
Bird Fez~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Bird Fez,258.67735599999986,99.600577,6,4,35,2,3,7,0,7,2,2,0,1,0,1
Ramp Up and Can It~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Ramp Up and Can It,24.814346000000004,0.0,2,0,0,0,0,0,0,1,0,0,1,1,0,0
Object Limits~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Object Limits,135.01894799999997,0.0,1,0,5,16,0,0,1,5,1,0,0,0,0,0
Sugar Cones~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Sugar Cones,61.778639999999996,0.0,2,10,5,0,0,0,0,2,0,0,0,0,2,0
Tall and Small~1,a6f176cf29c7a3e3bf3fc3c2362ac8c8,e6af7d42084352a39449e6d0a09b18cd,Tall and Small,636.4380990000001,0.0,4,0,65,34,0,16,24,16,2,0,0,0,0,2
Bull Market~1,48e2fa8526344763b562fc7318987b5f,e6af7d42084352a39449e6d0a09b18cd,Bull Market,272.121647,0.0,6,16,49,1,1,32,8,2,0,0,0,0,5,1
More Than Meets Your Eye~1,48e2fa8526344763b562fc7318987b5f,e6af7d42084352a39449e6d0a09b18cd,More Than Meets Your Eye,476.29023400000034,0.0,24,24,47,6,5,26,15,4,17,0,7,0,0,0
Zzz~2,48e2fa8526344763b562fc7318987b5f,e6af7d42084352a39449e6d0a09b18cd,Zzz,246.66843599999996,0.0,4,18,46,0,0,17,9,3,0,0,0,2,2,0
Not Bird~1,48e2fa8526344763b562fc7318987b5f,e6af7d42084352a39449e6d0a09b18cd,Not Bird,285.4803880000001,0.0,8,6,24,15,2,20,2,4,2,1,0,2,1,2
Unnecessary~1,48e2fa8526344763b562fc7318987b5f,e6af7d42084352a39449e6d0a09b18cd,Unnecessary,36.680966000000005,0.0,3,0,2,0,0,4,0,1,0,0,0,1,1,1
Ramp Up and Can It~1,48e2fa8526344763b562fc7318987b5f,e6af7d42084352a39449e6d0a09b18cd,Ramp Up and Can It,119.86737100000005,0.0,4,0,0,0,2,13,4,3,1,0,2,1,0,0
Few Clues~1,48e2fa8526344763b562fc7318987b5f,e6af7d42084352a39449e6d0a09b18cd,Few Clues,162.442385,0.0,4,12,23,8,0,7,4,1,0,0,2,0,2,0
1. One Box~1,48e2fa8526344763b562fc7318987b5f,e6af7d42084352a39449e6d0a09b18cd,1. One Box,9.132473,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
More Than Meets Your Eye~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,More Than Meets Your Eye,451.6417000000001,0.0,17,24,13,25,10,112,14,1,8,1,8,0,0,0
3. Rotate a Pyramid~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,3. Rotate a Pyramid,26.554964000000002,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
Angled Silhouette~2,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette,37.383520000000004,0.0,3,4,1,1,0,0,0,1,1,2,0,0,0,0
8. Combine 2 Ramps~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,8. Combine 2 Ramps,61.74605699999999,0.0,2,4,4,0,0,3,0,1,0,0,2,0,0,0
4. Match Silhouettes~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,4. Match Silhouettes,28.794859,0.0,2,0,1,0,0,0,0,1,1,1,0,0,0,0
7. Max 2 Boxes~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,7. Max 2 Boxes,38.719003,0.0,1,0,0,4,0,2,0,2,1,0,0,0,0,0
Warm Up~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,Warm Up,24.358119000000002,0.0,2,0,0,2,0,0,0,1,2,0,0,0,0,0
Pi Henge~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,Pi Henge,70.74831799999998,0.0,3,0,4,7,0,3,0,1,3,0,0,0,0,0
9. Scaling Round Objects~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,9. Scaling Round Objects,378.28300700000005,0.0,2,0,23,41,0,8,2,1,0,0,0,1,1,0
45-Degree Rotations~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,45-Degree Rotations,300.6710480000001,0.0,5,26,39,0,0,15,1,4,0,0,4,0,0,1
1. One Box~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,1. One Box,30.631480999999997,0.0,1,0,2,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,5. Removing Objects,218.97123799999994,0.0,7,0,47,0,4,0,0,3,1,4,0,0,2,0
2. Separated Boxes~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,2. Separated Boxes,100.08565399999998,0.0,2,0,17,0,0,0,0,4,2,0,0,0,0,0
6. Stretch a Ramp~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,6. Stretch a Ramp,253.34571499999998,0.0,1,0,0,45,0,3,0,2,0,0,1,0,0,0
Pyramids are Strange~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange,212.73456700000003,0.0,4,18,11,19,0,7,6,3,0,4,0,0,0,0
Boxes Obscure Spheres~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,Boxes Obscure Spheres,575.196477,290.239401,11,30,20,0,7,122,2,14,5,0,0,4,0,2
Square Cross-Sections~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,Square Cross-Sections,100.25408699999998,0.0,4,6,0,4,1,3,1,3,0,1,1,1,0,1
Stranger Shapes~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,Stranger Shapes,479.2643649999999,234.091174,4,26,46,34,2,32,21,4,0,4,0,0,0,0
Zzz~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,Zzz,94.67099800000001,0.0,4,10,4,0,0,0,4,2,0,0,0,2,2,0
Unnecessary~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,Unnecessary,156.10615600000006,0.0,5,0,29,5,2,53,6,3,1,0,0,1,1,2
Bird Fez~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,Bird Fez,391.18314999999996,0.0,12,36,23,9,9,12,0,6,4,2,3,1,0,2
Ramp Up and Can It~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,Ramp Up and Can It,172.10037699999998,0.0,4,0,17,0,2,31,15,4,2,0,1,1,0,0
Sugar Cones~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,Sugar Cones,41.388653,72.256357,2,12,1,0,0,0,0,1,0,0,0,0,2,0
Tall and Small~1,bf0a784fe1efa01dc5a2e1ccd1f731fc,e6af7d42084352a39449e6d0a09b18cd,Tall and Small,228.99173199999996,0.0,2,0,5,6,0,85,4,2,1,0,0,0,0,1
1. One Box~1,b569f465acee475bc6eb06a288b823c7,e6af7d42084352a39449e6d0a09b18cd,1. One Box,27.641356000000002,36.841835,1,0,2,0,0,0,0,1,1,0,0,0,0,0
More Than Meets Your Eye~1,b7b6a911ecb48add616af2d2546f77de,e6af7d42084352a39449e6d0a09b18cd,More Than Meets Your Eye,137.33668600000001,0.0,7,4,4,8,1,0,0,1,5,0,2,0,0,0
